player_id,first_name,last_name,birthdate,height,weight,bats,primary_position,other_positions,is_pitcher,role,ch,ph,sp,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date
P6237,Pedro,Woods,2001-02-27,78,170,R,3B,,0,,76,34,37,54,13,89,72,92,37,,,,,,,,,,,,89,41,47,54,13,89,72,97,43,,,,,,,,,,,,False,,
P2897,Ralph,Rodriguez,1994-03-10,74,218,R,LF,,0,,29,42,37,84,42,24,88,65,92,,,,,,,,,,,,28,41,36,84,42,24,88,65,87,,,,,,,,,,,,False,,
P9270,Brandon,Dixon,1989-05-20,77,212,R,LF,,0,,50,46,33,86,72,81,53,76,69,,,,,,,,,,,,47,39,31,86,72,81,53,67,61,,,,,,,,,,,,False,,
P8529,Bernard,Rodriguez,2005-04-04,76,228,L,P,,1,,,,,0,,,,,,49,86,14,85,22,86,79,85,0,0,0,,,,0,,,,92,50,99,38,63,99,41,99,89,98,0,0,0,False,,
P2420,Rick,Shaw,2005-01-14,77,160,R,P,,1,,,,,0,,,,,,86,48,17,77,67,95,10,15,59,0,0,,,,0,,,,69,63,78,27,99,89,84,99,40,34,79,0,0,False,,
P8081,Jessie,Patterson,2005-03-29,77,247,R,P,,1,,,,,0,,,,,,78,60,95,74,37,50,0,0,0,0,0,,,,0,,,,99,89,75,99,90,84,60,65,0,0,0,0,0,False,,
P3934,John,Taylor,2004-04-15,72,225,L,P,,1,,,,,0,,,,,,66,15,98,90,88,0,71,76,0,0,0,,,,0,,,,79,81,27,99,85,99,99,0,97,91,0,0,0,False,,
P3809,Alan,Griffin,2004-11-19,77,220,L,P,,1,,,,,0,,,,,,55,35,52,60,61,0,68,35,52,0,0,,,,0,,,,49,99,48,66,76,78,78,0,92,58,63,0,0,False,,
P4818,Greg,Campbell,2005-06-11,73,167,S,CF,,0,,13,16,40,87,32,16,80,15,74,,,,,,,,,,,,27,45,57,87,32,16,80,44,85,,,,,,,,,,,,False,,
P9778,Ruben,Marshall,2004-09-30,76,211,S,1B,,0,,63,33,43,85,93,15,12,37,38,,,,,,,,,,,,93,48,67,85,93,15,12,57,52,,,,,,,,,,,,False,,
P1653,Juan,Rodriguez,2005-08-03,70,161,L,CF,,0,,35,19,77,74,92,90,74,81,44,,,,,,,,,,,,49,42,96,74,92,90,74,96,68,,,,,,,,,,,,False,,
P4265,Isaac,Willis,2006-12-16,71,187,R,2B,,0,,20,15,34,14,96,31,27,66,63,,,,,,,,,,,,46,26,46,14,96,31,27,94,74,,,,,,,,,,,,False,,
P3085,Walter,Smith,2005-11-05,76,171,L,RF,,0,,20,62,48,79,84,10,26,73,43,,,,,,,,,,,,47,81,78,79,84,10,26,99,70,,,,,,,,,,,,False,,
P1735,Wayne,Burns,2003-04-25,72,214,L,P,,1,,,,,0,,,,,,95,62,93,25,74,29,0,0,18,0,0,,,,0,,,,84,99,75,99,99,36,86,36,0,0,24,0,0,False,,
P6281,Vincent,Hill,2001-11-03,70,190,R,P,,1,,,,,0,,,,,,39,50,74,61,27,19,28,0,85,0,82,,,,0,,,,26,68,63,85,47,73,33,34,42,0,90,0,93,False,,
P7764,Dean,Rodriguez,1992-02-24,71,211,R,P,,1,,,,,0,,,,,,84,79,62,17,98,43,85,0,10,0,0,,,,0,,,,23,69,73,56,76,16,94,39,85,0,10,0,0,False,,
P6952,Reginald,Wright,2001-11-13,78,238,L,P,,1,,,,,0,,,,,,21,24,69,44,60,0,0,0,52,0,0,,,,0,,,,56,62,34,78,33,51,73,0,0,0,64,0,0,False,,
P5340,Patrick,Carpenter,1987-09-05,72,227,L,P,,1,,,,,0,,,,,,27,47,10,70,76,12,94,0,0,0,0,,,,0,,,,42,18,39,10,26,67,76,12,84,0,0,0,0,False,,
P4008,Lewis,Perez,1994-03-11,71,214,R,P,,1,,,,,0,,,,,,34,71,14,18,77,57,91,23,39,0,0,,,,0,,,,19,47,69,14,38,14,76,60,95,27,41,0,0,False,,
P2946,Byron,Mcdonald,2003-01-20,69,212,L,P,,1,,,,,0,,,,,,79,15,76,88,68,82,69,0,0,0,0,,,,0,,,,86,88,20,85,89,95,78,96,75,0,0,0,0,False,,
P8649,Micheal,Harper,2000-01-25,71,229,R,P,,1,,,,,0,,,,,,28,47,28,23,97,0,93,0,0,0,0,,,,0,,,,74,37,58,40,37,34,99,0,99,0,0,0,0,False,,
P6491,Kelly,Henry,2002-12-02,74,207,R,P,,1,,,,,0,,,,,,35,37,29,81,47,0,29,0,0,0,0,,,,0,,,,96,98,46,43,45,92,56,0,35,0,0,0,0,False,,
P3514,Jorge,Boyd,1990-05-22,72,216,R,P,,1,,,,,0,,,,,,53,59,82,59,51,12,0,67,70,0,0,,,,0,,,,66,45,50,74,52,57,50,10,0,58,64,0,0,False,,
P7809,Andrew,Collins,1989-09-08,78,214,L,P,,1,,,,,0,,,,,,57,33,23,74,72,0,0,0,98,0,0,,,,0,,,,18,20,33,23,51,74,63,0,0,0,90,0,0,False,,
P9501,Aaron,Weaver,1997-09-07,72,250,S,C,,0,,81,11,73,96,23,38,99,76,43,,,,,,,,,,,,87,25,87,96,23,38,99,89,58,,,,,,,,,,,,False,,
P7427,Patrick,Willis,1999-11-29,78,205,S,1B,,0,,86,71,32,77,85,17,99,25,40,,,,,,,,,,,,99,76,45,77,85,17,99,30,45,,,,,,,,,,,,False,,
P6927,Brad,Nelson,2001-07-03,70,236,R,2B,3B,0,,81,46,84,58,38,97,54,22,15,,,,,,,,,,,,96,52,93,58,38,97,54,29,22,,,,,,,,,,,,False,,
P8039,Charlie,Rose,1995-09-08,75,247,L,3B,,0,,77,48,90,75,66,46,62,39,41,,,,,,,,,,,,75,50,85,75,66,46,62,43,41,,,,,,,,,,,,False,,
P3442,Matthew,Chavez,2003-09-29,69,175,R,SS,,0,,46,37,72,31,20,61,49,87,22,,,,,,,,,,,,64,55,94,31,20,61,49,99,49,,,,,,,,,,,,False,,
P2834,Chad,James,2003-04-28,76,194,L,LF,,0,,29,99,55,27,90,43,13,64,20,,,,,,,,,,,,43,99,64,27,90,43,13,79,32,,,,,,,,,,,,False,,
P9505,Ben,Dixon,1989-10-30,70,185,R,CF,,0,,72,56,44,47,15,35,48,84,37,,,,,,,,,,,,68,53,44,47,15,35,48,83,31,,,,,,,,,,,,False,,
P4604,Terry,Lopez,1991-09-13,68,235,L,RF,,0,,47,36,70,81,81,17,16,78,46,,,,,,,,,,,,39,32,68,81,81,17,16,69,37,,,,,,,,,,,,False,,
P8785,Bill,James,2000-11-13,77,193,R,C,,0,,39,96,10,94,23,58,67,75,94,,,,,,,,,,,,53,99,23,94,23,58,67,88,99,,,,,,,,,,,,False,,
P1206,Louis,Rice,1987-04-15,70,245,L,C,,0,,18,88,19,52,44,63,69,83,36,,,,,,,,,,,,10,80,15,52,44,63,69,73,31,,,,,,,,,,,,False,,
P4792,Pedro,Warren,1995-06-28,69,205,R,3B,,0,,17,62,16,56,84,87,90,46,25,,,,,,,,,,,,16,67,20,56,84,87,90,47,27,,,,,,,,,,,,False,,
P3335,Jessie,Carter,2004-01-14,69,240,L,C,,0,,49,95,81,48,77,72,94,25,97,,,,,,,,,,,,74,99,94,48,77,72,94,40,99,,,,,,,,,,,,False,,
P4413,Kyle,Cunningham,2002-11-02,76,214,L,1B,,0,,69,84,54,17,33,52,90,33,36,,,,,,,,,,,,75,93,69,17,33,52,90,41,51,,,,,,,,,,,,False,,
P9007,Kelly,Riley,1998-05-07,72,193,L,1B,,0,,31,45,30,22,59,73,55,85,95,,,,,,,,,,,,44,56,37,22,59,73,55,93,99,,,,,,,,,,,,False,,
P1619,Brad,Young,1993-03-28,72,206,L,P,,1,,,,,0,,,,,,59,96,52,59,16,0,0,0,37,0,0,,,,0,,,,23,21,96,46,57,59,10,0,0,0,36,0,0,False,,
P3606,Jessie,Daniels,1996-02-01,77,248,R,P,,1,,,,,0,,,,,,43,60,79,77,23,88,36,0,0,0,0,,,,0,,,,60,61,59,83,41,79,26,89,37,0,0,0,0,False,,
P9407,Terry,Turner,1991-08-23,68,166,R,P,,1,,,,,0,,,,,,31,76,39,84,90,0,88,0,0,0,0,,,,0,,,,58,71,73,32,23,84,87,0,88,0,0,0,0,False,,
P2186,Ricky,Alexander,2000-09-23,69,207,R,P,,1,,,,,0,,,,,,94,29,57,19,90,39,0,0,0,0,0,,,,0,,,,99,65,44,72,99,26,99,46,0,0,0,0,0,False,,
P3688,Randy,Long,1998-02-15,74,222,R,P,,1,,,,,0,,,,,,22,97,37,53,95,0,71,0,0,0,0,,,,0,,,,52,45,99,52,32,61,99,0,85,0,0,0,0,False,,
P4153,Edwin,Kelley,1987-08-16,76,209,L,P,,1,,,,,0,,,,,,86,22,32,97,94,78,91,0,99,0,0,,,,0,,,,43,10,17,25,80,91,94,68,88,0,97,0,0,False,,
P7147,Albert,Hicks,1995-04-05,75,197,R,P,,1,,,,,0,,,,,,70,43,83,47,17,0,85,30,0,0,0,,,,0,,,,57,65,38,78,72,52,12,0,90,25,0,0,0,False,,
P5898,Bruce,Rose,2001-12-07,68,186,R,CF,,0,,39,63,69,88,77,90,22,10,65,,,,,,,,,,,,51,74,81,88,77,90,22,25,79,,,,,,,,,,,,False,,
P3352,Lee,Brown,2004-01-26,76,173,R,C,,0,,13,82,91,44,95,45,41,21,85,,,,,,,,,,,,33,99,99,44,95,45,41,38,99,,,,,,,,,,,,False,,
P1550,Glen,James,1999-12-14,72,242,R,CF,,0,,83,58,44,98,95,32,16,48,98,,,,,,,,,,,,93,73,55,98,95,32,16,56,99,,,,,,,,,,,,False,,
P4319,Brian,Rogers,1991-08-25,77,169,R,1B,,0,,83,12,97,84,66,91,71,66,89,,,,,,,,,,,,75,10,87,84,66,91,71,60,87,,,,,,,,,,,,False,,
P4888,Bryan,Morris,1992-11-22,76,232,R,C,,0,,22,18,60,32,47,78,86,42,94,,,,,,,,,,,,18,17,58,32,47,78,86,40,93,,,,,,,,,,,,False,,
P5668,Corey,Sanders,1990-07-26,74,245,L,C,,0,,90,98,47,55,59,90,27,83,61,,,,,,,,,,,,86,90,46,55,59,90,27,82,55,,,,,,,,,,,,False,,
P2797,Dustin,Coleman,2002-11-20,69,250,S,2B,,0,,25,16,49,12,47,64,21,81,66,,,,,,,,,,,,35,23,58,12,47,64,21,95,71,,,,,,,,,,,,False,,
P6907,Sam,Howard,1995-12-06,77,187,S,3B,,0,,12,30,24,29,80,68,27,73,48,,,,,,,,,,,,16,26,19,29,80,68,27,73,51,,,,,,,,,,,,False,,
P8296,Guy,Bailey,2005-07-12,73,205,L,P,,1,,,,,0,,,,,,54,89,35,94,97,37,60,0,46,0,0,,,,0,,,,33,55,99,54,79,99,99,59,79,0,59,0,0,False,,
P4501,Adam,Bennett,2006-12-30,68,195,R,P,,1,,,,,0,,,,,,88,98,40,19,96,26,0,0,44,0,0,,,,0,,,,54,99,99,51,99,48,99,44,0,0,60,0,0,False,,
P9948,Robert,Cruz,2006-07-05,73,220,R,P,,1,,,,,0,,,,,,20,50,87,53,61,26,30,76,57,0,0,,,,0,,,,99,54,71,99,37,78,78,43,49,99,77,0,0,False,,
P5305,Terry,Wells,2004-10-07,76,168,L,P,,1,,,,,0,,,,,,90,75,44,75,94,0,61,0,0,0,0,,,,0,,,,90,99,91,67,99,91,99,0,78,0,0,0,0,False,,
P7715,Jimmy,Berry,2006-11-27,76,189,R,P,,1,,,,,0,,,,,,51,61,71,51,85,0,0,72,0,0,0,,,,0,,,,93,51,85,94,65,61,99,0,0,83,0,0,0,False,,
P7645,Sean,Walker,2003-12-19,78,164,R,CF,,0,,39,91,72,39,64,38,29,68,50,,,,,,,,,,,,53,99,96,39,64,38,29,97,70,,,,,,,,,,,,False,,
P5569,Ted,Rivera,2006-12-31,73,218,L,3B,,0,,65,14,56,68,90,91,30,65,21,,,,,,,,,,,,88,41,86,68,90,91,30,92,48,,,,,,,,,,,,False,,
P4669,Russell,Carr,2005-11-19,70,217,R,2B,,0,,82,42,54,81,51,45,28,40,74,,,,,,,,,,,,92,72,80,81,51,45,28,60,99,,,,,,,,,,,,False,,
P2378,Danny,Nichols,2006-10-12,76,250,R,SS,,0,,18,71,11,28,69,62,86,32,43,,,,,,,,,,,,40,95,27,28,69,62,86,47,65,,,,,,,,,,,,False,,
P1678,Jesse,Ramirez,2005-06-09,75,224,R,C,,0,,43,58,62,81,20,76,84,15,13,,,,,,,,,,,,72,77,76,81,20,76,84,39,38,,,,,,,,,,,,False,,
P1991,Philip,Barnes,1993-05-18,71,244,L,P,,1,,,,,0,,,,,,56,58,42,74,47,0,0,12,40,0,0,,,,0,,,,68,87,49,38,49,66,43,0,0,10,31,0,0,False,,
P6554,Donald,Ortiz,1996-04-02,68,176,R,P,,1,,,,,0,,,,,,43,11,76,87,61,18,67,56,0,0,0,,,,0,,,,37,69,14,77,38,84,60,21,63,51,0,0,0,False,,
P3516,Francisco,Bradley,2004-06-16,78,212,R,P,,1,,,,,0,,,,,,98,98,51,45,34,38,11,0,0,0,74,,,,0,,,,48,96,99,77,99,57,61,52,23,0,0,0,89,False,,
P8365,Jared,Clark,1988-08-01,77,189,R,P,,1,,,,,0,,,,,,76,16,97,37,37,0,27,0,71,0,0,,,,0,,,,31,66,11,92,68,35,30,0,24,0,66,0,0,False,,
P7711,Travis,Garcia,1991-09-19,78,189,R,P,,1,,,,,0,,,,,,60,99,22,12,83,0,75,0,0,0,0,,,,0,,,,59,55,91,17,58,11,83,0,68,0,0,0,0,False,,
P1209,Javier,Oliver,1989-05-10,74,175,R,P,,1,,,,,0,,,,,,63,15,75,51,87,42,55,41,78,0,0,,,,0,,,,63,72,10,65,60,50,77,42,55,34,74,0,0,False,,
P1978,Mike,Lawrence,1996-12-16,72,249,S,P,,1,,,,,0,,,,,,10,74,81,67,35,23,0,76,82,0,0,,,,0,,,,92,26,72,86,15,62,38,27,0,72,78,0,0,False,,
P8265,Francis,Elliott,1994-09-06,72,235,L,P,,1,,,,,0,,,,,,42,30,47,94,15,96,64,0,0,0,0,,,,0,,,,68,19,28,48,44,97,15,93,64,0,0,0,0,False,,
P8850,Gary,Ford,2003-12-02,75,248,R,P,,1,,,,,0,,,,,,45,98,56,39,37,13,30,55,60,0,0,,,,0,,,,66,85,99,85,68,62,57,28,50,83,90,0,0,False,,
P9724,Julian,Castillo,1988-12-11,75,233,R,P,,1,,,,,0,,,,,,18,89,50,25,99,0,72,0,96,0,0,,,,0,,,,37,26,85,50,12,19,89,0,69,0,92,0,0,False,,
P2987,Alfredo,Vasquez,1987-02-04,68,197,L,P,,1,,,,,0,,,,,,91,99,38,12,70,41,73,0,44,0,0,,,,0,,,,27,22,89,30,90,10,69,36,66,0,38,0,0,False,,
P1708,Jeremy,Burns,1998-09-01,74,217,R,C,,0,,81,79,89,36,12,81,59,55,48,,,,,,,,,,,,90,90,98,36,12,81,59,68,56,,,,,,,,,,,,False,,
P3576,Luis,Alexander,2001-04-30,74,243,S,1B,,0,,57,86,30,29,18,58,26,88,18,,,,,,,,,,,,71,96,37,29,18,58,26,99,27,,,,,,,,,,,,False,,
P7266,Jeremy,Richardson,1999-04-26,74,182,R,2B,,0,,18,47,46,33,14,56,65,34,11,,,,,,,,,,,,24,54,52,33,14,56,65,48,19,,,,,,,,,,,,False,,
P1925,Lewis,Bradley,2003-02-02,76,178,R,3B,,0,,94,13,42,96,68,74,28,86,65,,,,,,,,,,,,99,18,47,96,68,74,28,99,79,,,,,,,,,,,,False,,
P7369,Johnny,Black,2000-12-28,78,233,R,SS,,0,,63,66,66,10,50,50,98,73,55,,,,,,,,,,,,77,80,71,10,50,50,98,81,62,,,,,,,,,,,,False,,
P2352,Duane,Morris,1990-12-20,69,228,R,LF,,0,,76,13,43,28,23,63,44,43,27,,,,,,,,,,,,73,12,42,28,23,63,44,37,24,,,,,,,,,,,,False,,
P9596,Felix,Wells,1997-01-17,76,179,R,CF,,0,,55,99,13,23,78,10,20,40,21,,,,,,,,,,,,55,99,14,23,78,10,20,42,19,,,,,,,,,,,,False,,
P1270,Jack,Ramos,1992-08-04,70,237,R,RF,,0,,73,20,78,36,90,81,88,74,61,,,,,,,,,,,,65,20,73,36,90,81,88,71,53,,,,,,,,,,,,False,,
P3572,Jason,Hudson,1992-06-10,72,162,R,SS,,0,,94,80,45,44,60,69,97,35,94,,,,,,,,,,,,92,70,36,44,60,69,97,26,87,,,,,,,,,,,,False,,
P2937,Duane,Murray,1998-05-13,77,235,S,3B,,0,,11,85,45,52,63,92,52,80,48,,,,,,,,,,,,25,99,60,52,63,92,52,92,62,,,,,,,,,,,,False,,
P9929,Clinton,Barnes,1994-08-31,68,216,L,1B,,0,,86,76,38,78,93,45,83,20,90,,,,,,,,,,,,83,78,39,78,93,45,83,23,90,,,,,,,,,,,,False,,
P4633,Robert,Coleman,1995-10-14,69,178,L,SS,,0,,70,44,49,68,76,92,84,10,14,,,,,,,,,,,,74,45,50,68,76,92,84,12,17,,,,,,,,,,,,False,,
P4033,Ruben,Gray,1986-10-11,78,194,R,3B,,0,,12,71,43,66,40,48,25,73,21,,,,,,,,,,,,10,70,37,66,40,48,25,67,11,,,,,,,,,,,,False,,
P3781,Justin,Ryan,2003-09-01,77,190,R,3B,,0,,50,38,79,22,30,24,26,19,38,,,,,,,,,,,,66,61,97,22,30,24,26,33,65,,,,,,,,,,,,False,,
P8289,Angel,Hawkins,2004-02-10,75,162,L,P,,1,,,,,0,,,,,,79,93,82,75,75,97,0,0,56,0,0,,,,0,,,,81,99,99,99,89,95,94,99,0,0,77,0,0,False,,
P7190,Alex,Nichols,1991-08-22,72,195,R,P,,1,,,,,0,,,,,,79,24,30,84,64,25,0,0,0,0,0,,,,0,,,,35,94,14,24,76,82,58,24,0,0,0,0,0,False,,
P5201,Jay,Gibson,1990-08-09,70,233,R,P,,1,,,,,0,,,,,,91,36,11,22,79,0,14,0,94,0,0,,,,0,,,,10,50,30,10,81,15,74,0,10,0,85,0,0,False,,
P4535,Jessie,Castillo,1999-01-05,72,243,L,P,,1,,,,,0,,,,,,20,62,43,30,96,28,97,0,60,0,0,,,,0,,,,47,97,71,51,26,44,99,40,99,0,66,0,0,False,,
P5619,Brett,Hicks,2004-01-12,74,187,R,P,,1,,,,,0,,,,,,52,64,38,77,76,0,0,23,29,0,0,,,,0,,,,90,42,80,66,68,92,97,0,0,52,51,0,0,False,,
P7370,Ruben,Myers,1986-11-10,71,178,R,P,,1,,,,,0,,,,,,29,88,15,51,11,63,65,79,0,0,63,,,,0,,,,39,40,86,10,23,51,10,61,63,69,0,0,53,False,,
P9964,Ramon,Smith,1994-06-16,74,229,R,P,,1,,,,,0,,,,,,40,18,24,25,61,45,0,0,80,0,0,,,,0,,,,58,70,13,20,35,29,66,44,0,0,80,0,0,False,,
P7729,Jeremy,Watson,1991-03-14,71,249,R,SS,,0,,68,95,86,26,19,92,78,22,62,,,,,,,,,,,,68,94,85,26,19,92,78,13,61,,,,,,,,,,,,False,,
P7981,Chris,Grant,1992-06-30,76,181,R,SS,,0,,31,20,12,38,86,45,87,90,38,,,,,,,,,,,,22,15,10,38,86,45,87,81,34,,,,,,,,,,,,False,,
P3601,Brent,Russell,1995-10-22,68,233,R,2B,CF,0,,30,81,60,82,15,31,30,90,98,,,,,,,,,,,,26,85,61,82,15,31,30,89,99,,,,,,,,,,,,False,,
P4234,Herbert,Evans,1993-07-08,76,221,S,LF,,0,,36,14,80,27,57,16,53,73,95,,,,,,,,,,,,29,10,70,27,57,16,53,72,95,,,,,,,,,,,,False,,
P7915,Christopher,Peters,1999-07-25,71,198,R,C,,0,,31,36,76,44,27,89,62,21,68,,,,,,,,,,,,41,47,88,44,27,89,62,29,79,,,,,,,,,,,,False,,
P6694,Alfred,Gray,2001-10-26,69,243,L,C,,0,,64,28,36,60,33,10,54,15,30,,,,,,,,,,,,70,34,41,60,33,10,54,21,45,,,,,,,,,,,,False,,
P5712,Dwayne,Allen,1995-11-02,68,189,R,SS,,0,,94,56,18,48,97,19,62,28,82,,,,,,,,,,,,99,57,17,48,97,19,62,23,84,,,,,,,,,,,,False,,
P6533,Peter,Phillips,2001-03-19,68,161,R,3B,,0,,60,58,61,27,45,82,21,80,87,,,,,,,,,,,,71,63,68,27,45,82,21,90,94,,,,,,,,,,,,False,,
P1184,Casey,Burns,2005-05-15,77,169,R,P,,1,,,,,0,,,,,,82,64,63,73,58,28,0,0,31,0,0,,,,0,,,,40,70,80,80,99,83,79,41,0,0,60,0,0,False,,
P2153,Clarence,Ward,2006-09-05,70,210,L,P,,1,,,,,0,,,,,,40,54,84,49,28,71,0,0,0,0,0,,,,0,,,,97,38,71,99,63,72,48,99,0,0,0,0,0,False,,
P6333,Victor,Hamilton,2003-12-03,68,182,L,P,,1,,,,,0,,,,,,12,14,26,42,81,0,35,0,80,0,0,,,,0,,,,99,97,37,41,28,68,95,0,49,0,90,0,0,False,,
P3739,Andre,Jackson,2003-12-09,68,236,L,P,,1,,,,,0,,,,,,63,53,38,55,92,23,24,99,75,0,0,,,,0,,,,86,80,64,53,87,85,99,49,34,99,99,0,0,False,,
P8928,Lester,Black,2006-10-04,73,187,R,P,,1,,,,,0,,,,,,43,30,89,27,68,58,96,0,15,0,0,,,,0,,,,99,72,58,99,54,49,84,76,99,0,36,0,0,False,,
P2050,Frederick,Green,2005-10-29,77,216,R,SS,,0,,69,99,88,76,87,41,43,39,72,,,,,,,,,,,,88,99,99,76,87,41,43,52,86,,,,,,,,,,,,False,,
P7987,Don,Kelley,2006-09-16,73,165,R,SS,,0,,72,90,63,10,99,30,36,63,23,,,,,,,,,,,,83,99,92,10,99,30,36,87,43,,,,,,,,,,,,False,,
P3031,Jesse,Willis,2005-07-02,69,189,L,SS,,0,,22,44,10,91,38,95,11,89,45,,,,,,,,,,,,38,60,31,91,38,95,11,99,66,,,,,,,,,,,,False,,
P4070,Henry,Duncan,2006-03-24,74,179,S,3B,,0,,96,12,12,83,85,72,82,59,35,,,,,,,,,,,,99,33,33,83,85,72,82,80,55,,,,,,,,,,,,False,,
P2563,Glenn,Snyder,2004-07-09,70,248,S,LF,,0,,42,56,83,43,57,12,28,65,62,,,,,,,,,,,,69,74,99,43,57,12,28,76,75,,,,,,,,,,,,False,,
P5566,Duane,Powell,1996-06-15,68,232,R,P,,1,,,,,0,,,,,,25,12,37,83,63,0,57,0,0,0,0,,,,0,,,,91,62,10,37,24,78,64,0,55,0,0,0,0,False,,
P3572,Jesse,Gibson,1992-11-21,68,210,R,P,,1,,,,,0,,,,,,59,90,55,81,87,57,59,74,0,0,0,,,,0,,,,10,41,82,46,49,81,85,53,56,65,0,0,0,False,,
P4699,Ron,Nelson,1994-03-17,75,212,R,P,,1,,,,,0,,,,,,64,73,35,95,57,65,28,28,0,0,0,,,,0,,,,60,83,72,33,62,93,57,67,30,27,0,0,0,False,,
P6559,Alvin,Harper,1994-10-09,69,186,R,P,,1,,,,,0,,,,,,72,63,55,42,65,31,0,0,0,0,0,,,,0,,,,86,53,58,59,67,45,62,28,0,0,0,0,0,False,,
P3827,Herbert,Ward,1992-05-07,71,186,R,P,,1,,,,,0,,,,,,60,20,98,63,88,81,0,86,14,0,0,,,,0,,,,16,11,19,98,60,60,79,72,0,80,10,0,0,False,,
P6230,Randy,Riley,1994-05-16,74,215,R,P,,1,,,,,0,,,,,,35,11,40,41,61,37,0,0,0,0,0,,,,0,,,,23,10,10,44,31,42,60,33,0,0,0,0,0,False,,
P9441,Harvey,Knight,1993-10-16,75,247,R,P,,1,,,,,0,,,,,,19,32,27,12,19,0,0,0,30,0,0,,,,0,,,,15,31,31,32,20,10,24,0,0,0,32,0,0,False,,
P3608,Dave,Henry,1996-05-10,77,242,R,P,,1,,,,,0,,,,,,55,77,99,36,57,56,13,0,98,0,0,,,,0,,,,29,46,72,97,60,41,58,51,10,0,96,0,0,False,,
P4982,Floyd,Barnes,1987-01-13,72,193,R,P,,1,,,,,0,,,,,,70,33,15,32,67,66,0,0,67,0,0,,,,0,,,,11,36,29,11,66,25,67,60,0,0,64,0,0,False,,
P9018,Cory,Stevens,1999-02-02,77,217,S,P,,1,,,,,0,,,,,,93,33,22,61,87,0,20,78,94,0,0,,,,0,,,,70,33,46,29,99,76,99,0,26,93,99,0,0,False,,
P4711,Joshua,Myers,1991-09-07,72,202,L,P,,1,,,,,0,,,,,,85,26,48,47,67,39,0,66,46,0,0,,,,0,,,,53,60,18,41,79,44,62,39,0,66,39,0,0,False,,
P2423,Mario,Hunter,1992-06-19,68,223,R,C,,0,,93,10,80,82,72,90,26,40,97,,,,,,,,,,,,84,10,76,82,72,90,26,34,87,,,,,,,,,,,,False,,
P5015,Willard,Castillo,2002-12-26,72,185,L,1B,,0,,26,83,76,78,62,79,49,90,97,,,,,,,,,,,,39,93,88,78,62,79,49,99,99,,,,,,,,,,,,False,,
P8489,William,Ferguson,1991-07-11,73,202,R,2B,,0,,71,31,76,59,64,10,53,49,61,,,,,,,,,,,,63,31,76,59,64,10,53,43,57,,,,,,,,,,,,False,,
P6734,Wallace,Dunn,1994-07-08,73,177,R,3B,,0,,67,27,49,68,35,72,88,96,86,,,,,,,,,,,,63,28,54,68,35,72,88,95,89,,,,,,,,,,,,False,,
P4488,Byron,Jones,1992-04-20,69,167,L,SS,,0,,44,11,44,26,14,19,62,52,25,,,,,,,,,,,,39,10,43,26,14,19,62,45,24,,,,,,,,,,,,False,,
P2710,Russell,Torres,1999-07-17,78,216,S,LF,CF,0,,86,66,95,61,79,94,85,77,66,,,,,,,,,,,,92,75,99,61,79,94,85,86,71,,,,,,,,,,,,False,,
P5692,Tim,Duncan,1986-10-15,78,174,R,CF,,0,,93,68,90,99,76,80,77,40,56,,,,,,,,,,,,90,63,84,99,76,80,77,34,51,,,,,,,,,,,,False,,
P3365,Dustin,Richardson,2000-08-18,74,187,L,RF,,0,,65,63,27,18,48,28,73,57,95,,,,,,,,,,,,73,74,42,18,48,28,73,63,99,,,,,,,,,,,,False,,
P4508,Leo,Hart,1986-09-17,78,244,R,1B,,0,,11,67,45,53,24,21,47,56,20,,,,,,,,,,,,10,57,36,53,24,21,47,53,12,,,,,,,,,,,,False,,
P1697,Herbert,Watson,1988-11-06,72,245,R,CF,,0,,89,30,30,61,58,41,74,78,19,,,,,,,,,,,,86,25,27,61,58,41,74,74,13,,,,,,,,,,,,False,,
P7532,Don,Owens,1991-12-19,68,210,R,LF,RF,0,,65,53,78,68,25,20,25,49,95,,,,,,,,,,,,62,48,70,68,25,20,25,39,94,,,,,,,,,,,,False,,
P5148,Nathaniel,Scott,2002-05-02,74,183,R,2B,,0,,84,36,80,32,59,46,92,39,68,,,,,,,,,,,,89,45,95,32,59,46,92,53,76,,,,,,,,,,,,False,,
P5917,Reginald,Duncan,2004-02-21,71,228,L,CF,,0,,94,20,52,44,20,46,69,82,32,,,,,,,,,,,,99,38,75,44,20,46,69,99,59,,,,,,,,,,,,False,,
P9863,Roy,Foster,1997-04-08,76,218,R,CF,,0,,74,23,41,99,27,64,20,26,67,,,,,,,,,,,,72,21,40,99,27,64,20,31,72,,,,,,,,,,,,False,,
P1750,Jim,Gordon,2003-07-07,68,160,R,P,,1,,,,,0,,,,,,42,77,21,42,38,77,85,64,0,0,0,,,,0,,,,93,37,88,36,55,52,45,91,99,70,0,0,0,False,,
P4933,Nelson,Hill,1997-08-01,73,234,S,P,,1,,,,,0,,,,,,95,42,19,43,71,59,0,0,78,0,0,,,,0,,,,98,42,37,20,95,46,67,59,0,0,81,0,0,False,,
